invoice_number,customer_name,due_date,total,balance,status,is_emailed,organization
INV-041865,Heaven Express LLC,2023-10-13,123.3,8.66,overdue,True,GoFleet Corporation
INV-041678,CR&R Waste,2023-10-05,9450.0,7570.0,overdue,True,GoFleet Corporation
INV-039127,CR&R Waste,2023-07-15,1525.0,1525.0,overdue,True,GoFleet Corporation
INV-039072,Spectaire,2023-07-14,29.5,29.5,overdue,True,GoFleet Corporation
INV-038882,CR&R Waste,2023-07-05,661.0,661.0,overdue,True,GoFleet Corporation
INV-034719,"TrackCam, LLC",2023-02-18,339.0,339.0,overdue,True,GoFleet Corporation
INV-032887,Foss National Leasing Ltd.,2022-12-15,1336.65,535.87,overdue,False,GoFleet Corporation
INV-030760,CR&R Waste,2022-10-30,1112.97,109.97,overdue,True,GoFleet Corporation
INV-025737,CR&R Waste,2022-03-30,315.99,315.99,overdue,True,GoFleet Corporation
INV-023895,CR&R Waste,2022-01-19,90.58,90.58,overdue,True,GoFleet Corporation
INV-023786,CR&R Waste,2022-01-15,329.18,329.18,overdue,True,GoFleet Corporation
INV-016915,CR&R Waste,2021-05-15,614.96,506.23,overdue,True,GoFleet Corporation
